congress,chamber,bioguide,last_name,state,district,party,votes,agree_pct,predicted_agree,net_trump_vote
115,house,L000588,Lamb,PA,18,D,25,0.68,0.92584441,19.6
116,house,L000588,Lamb,PA,17,D,56,0.05357142857142857,0.31234636,2.6
0,house,L000589,Lesko,AZ,8,Republican,81,0.9506172839506173,0.90353097,21.1
115,house,L000589,Lesko,AZ,8,R,25,0.92,0.93098534,21.1
116,house,L000589,Lesko,AZ,8,R,56,0.9642857142857143,0.89127456,21.1
0,house,L000590,Lee,NV,3,Democrat,56,0.03571428571428571,0.25709744,1
116,house,L000590,Lee,NV,3,D,56,0.03571428571428571,0.25709744,1
0,house,L000591,Luria,VA,2,Democrat,56,0.03571428571428571,0.34285114,3.4
116,house,L000591,Luria,VA,2,D,56,0.03571428571428571,0.34285114,3.4
0,house,L000592,Levin,MI,9,Democrat,56,0.017857142857142856,0.09128559,-7.8
116,house,L000592,Levin,MI,9,D,56,0.017857142857142856,0.09128559,-7.8
0,house,L000593,Levin,CA,49,Democrat,56,0.017857142857142856,0.09400326,-7.5
116,house,L000593,Levin,CA,49,D,56,0.017857142857142856,0.09400326,-7.5
0,house,M000087,Maloney,NY,12,Democrat,149,0.11409395973154363,0.1033979,-69.8
115,house,M000087,Maloney,NY,12,D,94,0.1702127659574468,0.15225052,-69.8
116,house,M000087,Maloney,NY,12,D,55,0.01818181818181818,0.01990434,-69.8
0,house,M000312,McGovern,MA,2,Democrat,150,0.09333333333333334,0.2234732,-19.4
115,house,M000312,McGovern,MA,2,D,94,0.13829787234042554,0.33075806,-19.4
116,house,M000312,McGovern,MA,2,D,56,0.017857142857142856,0.04338789,-19.4
0,house,M001137,Meeks,NY,5,Democrat,145,0.16551724137931034,0.10382408,-73
115,house,M001137,Meeks,NY,5,D,93,0.23655913978494625,0.15031528,-73
116,house,M001137,Meeks,NY,5,D,52,0.038461538461538464,0.02067637,-73
0,house,M001143,McCollum,MN,4,Democrat,150,0.11333333333333333,0.16255049,-30.9
115,house,M001143,McCollum,MN,4,D,94,0.1702127659574468,0.24081699,-30.9
116,house,M001143,McCollum,MN,4,D,56,0.017857142857142856,0.03117458,-30.9
0,house,M001151,Murphy,PA,18,Republican,48,0.9791666666666666,0.93314248,19.6
115,house,M001151,Murphy,PA,18,R,48,0.9791666666666666,0.93314248,19.6
0,house,M001156,McHenry,NC,10,Republican,148,0.9662162162162162,0.93261021,24.6
115,house,M001156,McHenry,NC,10,R,94,0.9893617021276596,0.94184596,24.6
116,house,M001156,McHenry,NC,10,R,54,0.9259259259259259,0.91653318,24.6
0,house,M001157,McCaul,TX,10,Republican,152,0.9736842105263158,0.74916094,9.1
115,house,M001157,McCaul,TX,10,R,96,0.9895833333333334,0.843801,9.1
116,house,M001157,McCaul,TX,10,R,56,0.9464285714285714,0.58692084,9.1
0,house,M001158,Marchant,TX,24,Republican,144,0.9375,0.68304542,6.2
115,house,M001158,Marchant,TX,24,R,94,0.9468085106382979,0.80261462,6.2
116,house,M001158,Marchant,TX,24,R,50,0.92,0.45825531,6.2
0,house,M001159,McMorris Rodgers,WA,5,Republican,151,0.9403973509933775,0.83050532,13.1
115,house,M001159,McMorris Rodgers,WA,5,R,96,0.9791666666666666,0.88456487,13.1
116,house,M001159,McMorris Rodgers,WA,5,R,55,0.8727272727272727,0.73614682,13.1
0,house,M001160,Moore,WI,4,Democrat,146,0.07534246575342465,0.11567077,-52.2
115,house,M001160,Moore,WI,4,D,91,0.10989010989010989,0.1715879,-52.2
116,house,M001160,Moore,WI,4,D,55,0.01818181818181818,0.02315334,-52.2
0,house,M001163,Matsui,CA,6,Democrat,151,0.11920529801324503,0.12947307,-44.8
115,house,M001163,Matsui,CA,6,D,95,0.17894736842105263,0.19113716,-44.8
116,house,M001163,Matsui,CA,6,D,56,0.017857142857142856,0.02486435,-44.8
0,house,M001165,McCarthy,CA,23,Republican,150,0.98,0.92004648,22
115,house,M001165,McCarthy,CA,23,R,94,0.9893617021276596,0.93212444,22
116,house,M001165,McCarthy,CA,23,R,56,0.9642857142857143,0.89977277,22
0,house,M001166,McNerney,CA,9,Democrat,146,0.13013698630136986,0.23158388,-18.6
115,house,M001166,McNerney,CA,9,D,93,0.1935483870967742,0.33711946,-18.6
116,house,M001166,McNerney,CA,9,D,53,0.018867924528301886,0.0463988,-18.6
0,house,M001177,McClintock,CA,4,Republican,151,0.8675496688741722,0.85398943,14.7
115,house,M001177,McClintock,CA,4,R,95,0.8105263157894737,0.89659049,14.7
116,house,M001177,McClintock,CA,4,R,56,0.9642857142857143,0.78171978,14.7
0,house,M001179,Marino,PA,12,Republican,96,0.9791666666666666,0.95480231,36.4
115,house,M001179,Marino,PA,10,R,91,0.978021978021978,0.95231987,36
116,house,M001179,Marino,PA,12,R,5,1,0.99998273,36.4
0,house,M001180,McKinley,WV,1,Republican,152,0.9539473684210527,0.95495841,41.6
115,house,M001180,McKinley,WV,1,R,96,0.9791666666666666,0.95079332,41.6
116,house,M001180,McKinley,WV,1,R,56,0.9107142857142857,0.96209856,41.6
0,house,M001181,Meehan,PA,7,Republican,71,0.8873239436619719,0.6253992,-2.3
115,house,M001181,Meehan,PA,7,R,71,0.8873239436619719,0.6253992,-2.3
0,house,M001184,Massie,KY,4,Republican,149,0.6912751677852349,0.95499964,35.9
115,house,M001184,Massie,KY,4,R,96,0.625,0.94994826,35.9
116,house,M001184,Massie,KY,4,R,53,0.8113207547169812,0.96414932,35.9
0,house,M001185,Maloney,NY,18,Democrat,149,0.2348993288590604,0.56146675,1.9
115,house,M001185,Maloney,NY,18,D,93,0.3548387096774194,0.72662854,1.9
116,house,M001185,Maloney,NY,18,D,56,0.03571428571428571,0.28718021,1.9
0,house,M001187,Meadows,NC,11,Republican,149,0.9060402684563759,0.94868549,29.2
115,house,M001187,Meadows,NC,11,R,93,0.8924731182795699,0.95450611,29.2
116,house,M001187,Meadows,NC,11,R,56,0.9285714285714286,0.9390191,29.2
0,house,M001188,Meng,NY,6,Democrat,148,0.13513513513513514,0.15155018,-33
115,house,M001188,Meng,NY,6,D,93,0.20430107526881722,0.2231871,-33
116,house,M001188,Meng,NY,6,D,55,0.01818181818181818,0.03041867,-33
0,house,M001189,Messer,IN,6,Republican,92,0.9456521739130435,0.95631348,40.3
115,house,M001189,Messer,IN,6,R,92,0.9456521739130435,0.95631348,40.3
0,house,M001190,Mullin,OK,2,Republican,148,0.9391891891891891,0.95618829,50.1
115,house,M001190,Mullin,OK,2,R,94,0.925531914893617,0.94953171,50.1
116,house,M001190,Mullin,OK,2,R,54,0.9629629629629629,0.96777566,50.1
0,house,M001193,MacArthur,NJ,3,Republican,96,0.9479166666666666,0.80450741,6.2
115,house,M001193,MacArthur,NJ,3,R,96,0.9479166666666666,0.80450741,6.2
0,house,M001194,Moolenaar,MI,4,Republican,152,0.9671052631578947,0.93190952,24.8
115,house,M001194,Moolenaar,MI,4,R,96,0.9895833333333334,0.93895541,24.8
116,house,M001194,Moolenaar,MI,4,R,56,0.9285714285714286,0.91983085,24.8
0,house,M001195,Mooney,WV,2,Republican,152,0.8618421052631579,0.95206248,36.4
115,house,M001195,Mooney,WV,2,R,96,0.84375,0.95009742,36.4
116,house,M001195,Mooney,WV,2,R,56,0.8928571428571429,0.95543117,36.4
0,house,M001196,Moulton,MA,6,Democrat,146,0.15753424657534246,0.24389784,-17.9
115,house,M001196,Moulton,MA,6,D,94,0.23404255319148937,0.35149174,-17.9
116,house,M001196,Moulton,MA,6,D,52,0.019230769230769232,0.04940119,-17.9
115,house,M001197,McSally,AZ,2,R,96,0.96875,0.59050485,-4.9
0,house,M001198,Marshall,KS,1,Republican,149,0.9798657718120806,0.95538804,45
115,house,M001198,Marshall,KS,1,R,96,0.9791666666666666,0.95065581,45
116,house,M001198,Marshall,KS,1,R,53,0.9811320754716981,0.96395962,45
0,house,M001199,Mast,FL,18,Republican,145,0.9172413793103448,0.76375356,9.2
115,house,M001199,Mast,FL,18,R,96,0.9270833333333334,0.84500573,9.2
116,house,M001199,Mast,FL,18,R,49,0.8979591836734694,0.60456564,9.2
0,house,M001200,McEachin,VA,4,Democrat,132,0.1590909090909091,0.22906298,-21.6
115,house,M001200,McEachin,VA,4,D,92,0.20652173913043478,0.30622935,-21.6
116,house,M001200,McEachin,VA,4,D,40,0.05,0.05158031,-21.6
0,house,M001201,Mitchell,MI,10,Republican,150,0.96,0.94718734,32.2
115,house,M001201,Mitchell,MI,10,R,96,0.96875,0.94819192,32.2
116,house,M001201,Mitchell,MI,10,R,54,0.9444444444444444,0.94540142,32.2
0,house,M001202,Murphy,FL,7,Democrat,151,0.32450331125827814,0.37237007,-7.3
115,house,M001202,Murphy,FL,7,D,95,0.5052631578947369,0.53534688,-7.3
116,house,M001202,Murphy,FL,7,D,56,0.017857142857142856,0.09589154,-7.3
0,house,M001203,Malinowski,NJ,7,Democrat,56,0.03571428571428571,0.19737561,-1.1
116,house,M001203,Malinowski,NJ,7,D,56,0.03571428571428571,0.19737561,-1.1
0,house,M001204,Meuser,PA,9,Republican,54,0.9814814814814815,0.94939636,34
116,house,M001204,Meuser,PA,9,R,54,0.9814814814814815,0.94939636,34
0,house,M001205,Miller,WV,3,Republican,56,1,0.96834984,49.2
116,house,M001205,Miller,WV,3,R,56,1,0.96834984,49.2
0,house,M001206,Morelle,NY,25,Democrat,59,0.06779661016949153,0.08073143,-16.4
115,house,M001206,Morelle,NY,25,D,3,0.6666666666666666,0.66161867,-16.4
116,house,M001206,Morelle,NY,25,D,56,0.03571428571428571,0.04961247,-16.4
0,house,M001207,Mucarsel-Powell,FL,26,Democrat,56,0.03571428571428571,0.04986081,-16.3
116,house,M001207,Mucarsel-Powell,FL,26,D,56,0.03571428571428571,0.04986081,-16.3
0,house,M001208,McBath,GA,6,Democrat,56,0.03571428571428571,0.27348565,1.5
116,house,M001208,McBath,GA,6,D,56,0.03571428571428571,0.27348565,1.5
0,house,M001209,McAdams,UT,4,Democrat,56,0.125,0.48246718,6.7
116,house,M001209,McAdams,UT,4,D,56,0.125,0.48246718,6.7
0,house,M001210,Murphy,NC,3,Republican,11,1,0.8794492,23.6
116,house,M001210,Murphy,NC,3,R,11,1,0.8794492,23.6
0,house,N000002,Nadler,NY,10,Democrat,148,0.11486486486486487,0.11321589,-59.5
115,house,N000002,Nadler,NY,10,D,92,0.17391304347826086,0.16926702,-59.5
116,house,N000002,Nadler,NY,10,D,56,0.017857142857142856,0.02113189,-59.5
0,house,N000015,Neal,MA,1,Democrat,148,0.14189189189189189,0.21536545000000001,-20.7
115,house,N000015,Neal,MA,1,D,94,0.20212765957446807,0.3147331,-20.7
116,house,N000015,Neal,MA,1,D,54,0.037037037037037035,0.04239214,-20.7
0,house,N000127,Nolan,MN,8,Democrat,90,0.2777777777777778,0.90370778,15.6
115,house,N000127,Nolan,MN,8,D,90,0.2777777777777778,0.90370778,15.6
0,house,N000179,Napolitano,CA,32,Democrat,137,0.10218978102189781,0.1470244,-38.9
115,house,N000179,Napolitano,CA,32,D,81,0.16049382716049382,0.22997677,-38.9
116,house,N000179,Napolitano,CA,32,D,56,0.017857142857142856,0.02703972,-38.9
0,house,N000181,Nunes,CA,22,Republican,147,0.9727891156462585,0.75539228,9.5
115,house,N000181,Nunes,CA,22,R,92,0.9891304347826086,0.84638891,9.5
116,house,N000181,Nunes,CA,22,R,55,0.9454545454545454,0.60317973,9.5
0,house,N000184,Noem,SD,0,Republican,90,0.9222222222222223,0.94601119,29.79332222
115,house,N000184,Noem,SD,0,R,90,0.9222222222222223,0.94601119,29.79332222
0,house,N000188,Norcross,NJ,1,Democrat,148,0.13513513513513514,0.18859369,-24.5
115,house,N000188,Norcross,NJ,1,D,92,0.20652173913043478,0.28119553,-24.5
116,house,N000188,Norcross,NJ,1,D,56,0.017857142857142856,0.03646209,-24.5
0,house,N000189,Newhouse,WA,4,Republican,146,0.9246575342465754,0.92455743,22.8
115,house,N000189,Newhouse,WA,4,R,90,0.9666666666666667,0.93586015,22.8
116,house,N000189,Newhouse,WA,4,R,56,0.8571428571428571,0.90639236,22.8
0,house,N000190,Norman,SC,5,Republican,115,0.9043478260869565,0.87765601,18.5
115,house,N000190,Norman,SC,5,R,62,0.8387096774193549,0.89640151,18.5
116,house,N000190,Norman,SC,5,R,53,0.9811320754716981,0.85572732,18.5
0,house,N000191,Neguse,CO,2,Democrat,56,0.017857142857142856,0.04039299,-21.3
116,house,N000191,Neguse,CO,2,D,56,0.017857142857142856,0.04039299,-21.3
0,house,O000168,Olson,TX,22,Republican,147,0.9591836734693877,0.72314615,7.9
115,house,O000168,Olson,TX,22,R,94,0.9680851063829787,0.82769772,7.9
116,house,O000168,Olson,TX,22,R,53,0.9433962264150944,0.53771506,7.9
0,house,O000170,O’Rourke,TX,16,Democrat,93,0.3010752688172043,0.18773679,-40.7
115,house,O000170,O’Rourke,TX,16,D,93,0.3010752688172043,0.18773679,-40.7
0,house,O000171,O’Halleran,AZ,1,Democrat,152,0.35526315789473684,0.54805354,1.1
115,house,O000171,O’Halleran,AZ,1,D,96,0.5416666666666666,0.71590437,1.1
116,house,O000171,O’Halleran,AZ,1,D,56,0.03571428571428571,0.26030926,1.1
0,house,O000172,Ocasio-Cortez,NY,14,Democrat,56,0.14285714285714285,0.02144737,-57.9
116,house,O000172,Ocasio-Cortez,NY,14,D,56,0.14285714285714285,0.02144737,-57.9
0,house,O000173,Omar,MN,5,Democrat,54,0.05555555555555555,0.02281797,-55.2
116,house,O000173,Omar,MN,5,D,54,0.05555555555555555,0.02281797,-55.2
0,house,P000034,Pallone,NJ,6,Democrat,151,0.07947019867549669,0.25907237,-15.6
115,house,P000034,Pallone,NJ,6,D,95,0.11578947368421053,0.38131897,-15.6
116,house,P000034,Pallone,NJ,6,D,56,0.017857142857142856,0.05168974,-15.6
0,house,P000096,Pascrell,NJ,9,Democrat,149,0.14093959731543623,0.15916894,-31.2
115,house,P000096,Pascrell,NJ,9,D,93,0.21505376344086022,0.2363567,-31.2
116,house,P000096,Pascrell,NJ,9,D,56,0.017857142857142856,0.03098212,-31.2
0,house,P000197,Pelosi,CA,12,Democrat,111,0.18018018018018017,0.13107367,-77.5
115,house,P000197,Pelosi,CA,12,D,91,0.2087912087912088,0.14891712,-77.5
116,house,P000197,Pelosi,CA,12,D,20,0.05,0.04988602,-77.5
0,house,P000258,Peterson,MN,7,Democrat,146,0.4931506849315068,0.94966808,30.8
115,house,P000258,Peterson,MN,7,D,91,0.6703296703296703,0.94640676,30.8
116,house,P000258,Peterson,MN,7,D,55,0.2,0.95506406,30.8
0,house,P000523,Price,NC,4,Democrat,151,0.13245033112582782,0.13810777,-40
115,house,P000523,Price,NC,4,D,95,0.18947368421052632,0.20384318,-40
116,house,P000523,Price,NC,4,D,56,0.03571428571428571,0.02659234,-40
0,house,P000588,Pearce,NM,2,Republican,93,0.8924731182795699,0.85549881,10.2
115,house,P000588,Pearce,NM,2,R,93,0.8924731182795699,0.85549881,10.2
0,house,P000592,Poe,TX,2,Republican,91,0.9230769230769231,0.84409092,9.3
115,house,P000592,Poe,TX,2,R,91,0.9230769230769231,0.84409092,9.3
0,house,P000593,Perlmutter,CO,7,Democrat,150,0.19333333333333333,0.30179519,-12
115,house,P000593,Perlmutter,CO,7,D,95,0.28421052631578947,0.44175252,-12
116,house,P000593,Perlmutter,CO,7,D,55,0.03636363636363636,0.0600507,-12
0,house,P000594,Paulsen,MN,3,Republican,96,0.96875,0.49584968,-9.4
115,house,P000594,Paulsen,MN,3,R,96,0.96875,0.49584968,-9.4
0,house,P000597,Pingree,ME,1,Democrat,149,0.12080536912751678,0.266235,-14.8
115,house,P000597,Pingree,ME,1,D,93,0.1827956989247312,0.39403659,-14.8
116,house,P000597,Pingree,ME,1,D,56,0.017857142857142856,0.05399308,-14.8
0,house,P000598,Polis,CO,2,Democrat,88,0.17045454545454544,0.29543414,-21.3
115,house,P000598,Polis,CO,2,D,88,0.17045454545454544,0.29543414,-21.3
0,house,P000599,Posey,FL,8,Republican,149,0.8993288590604027,0.91400755,20.7
115,house,P000599,Posey,FL,8,R,93,0.8924731182795699,0.93021236,20.7
116,house,P000599,Posey,FL,8,R,56,0.9107142857142857,0.88709598,20.7
0,house,P000601,Palazzo,MS,4,Republican,147,0.9659863945578231,0.95629088,41.2
115,house,P000601,Palazzo,MS,4,R,92,0.9565217391304348,0.95348818,41.2
116,house,P000601,Palazzo,MS,4,R,55,0.9818181818181818,0.96097903,41.2
0,house,P000604,Payne,NJ,10,Democrat,135,0.08148148148148149,0.08850181,-72.4
115,house,P000604,Payne,NJ,10,D,87,0.11494252873563218,0.12493285,-72.4
116,house,P000604,Payne,NJ,10,D,48,0.020833333333333332,0.02247055,-72.4
0,house,P000605,Perry,PA,10,Republican,150,0.8866666666666667,0.80130868,8.9
115,house,P000605,Perry,PA,4,R,95,0.8526315789473684,0.93069518,21.5
116,house,P000605,Perry,PA,10,R,55,0.9454545454545454,0.57782292,8.9
0,house,P000606,Pittenger,NC,9,Republican,91,0.978021978021978,0.87321864,11.6
115,house,P000606,Pittenger,NC,9,R,91,0.978021978021978,0.87321864,11.6
0,house,P000607,Pocan,WI,2,Democrat,142,0.09154929577464789,0.14451327,-36.8
115,house,P000607,Pocan,WI,2,D,86,0.12790697674418605,0.22040846,-36.8
116,house,P000607,Pocan,WI,2,D,56,0.03571428571428571,0.02795996,-36.8
0,house,P000608,Peters,CA,52,Democrat,149,0.22818791946308725,0.19991563,-22.5
115,house,P000608,Peters,CA,52,D,94,0.35106382978723405,0.29378561,-22.5
116,house,P000608,Peters,CA,52,D,55,0.01818181818181818,0.03948329,-22.5
0,house,P000609,Palmer,AL,6,Republican,150,0.9333333333333333,0.96187858,44.7
115,house,P000609,Palmer,AL,6,R,94,0.925531914893617,0.96001532999999994,44.7
116,house,P000609,Palmer,AL,6,R,56,0.9464285714285714,0.96500617,44.7
0,house,P000611,Poliquin,ME,2,Republican,95,0.968421052631579,0.85950077,10.3
115,house,P000611,Poliquin,ME,2,R,95,0.968421052631579,0.85950077,10.3
0,house,P000613,Panetta,CA,20,Democrat,152,0.19078947368421054,0.12525244,-47.2
115,house,P000613,Panetta,CA,20,D,96,0.28125,0.18425052,-47.2
116,house,P000613,Panetta,CA,20,D,56,0.03571428571428571,0.02411288,-47.2
0,house,P000614,Pappas,NH,1,Democrat,56,0.03571428571428571,0.27686121,1.6
116,house,P000614,Pappas,NH,1,D,56,0.03571428571428571,0.27686121,1.6
0,house,P000615,Pence,IN,6,Republican,55,1,0.96194818,40.3
116,house,P000615,Pence,IN,6,R,55,1,0.96194818,40.3
0,house,P000616,Phillips,MN,3,Democrat,56,0.03571428571428571,0.07885844,-9.4
116,house,P000616,Phillips,MN,3,D,56,0.03571428571428571,0.07885844,-9.4
0,house,P000617,Pressley,MA,7,Democrat,56,0.07142857142857142,0.01928129,-72.2
116,house,P000617,Pressley,MA,7,D,56,0.07142857142857142,0.01928129,-72.2
0,house,P000618,Porter,CA,45,Democrat,55,0.03636363636363636,0.11860979,-5.4
116,house,P000618,Porter,CA,45,D,55,0.03636363636363636,0.11860979,-5.4
0,house,Q000023,Quigley,IL,5,Democrat,148,0.16216216216216217,0.12423781,-46.6
115,house,Q000023,Quigley,IL,5,D,93,0.23655913978494625,0.18308451,-46.6
116,house,Q000023,Quigley,IL,5,D,55,0.03636363636363636,0.0247334,-46.6
0,house,R000395,Rogers,KY,5,Republican,145,0.9724137931034482,0.9553848,62.1
115,house,R000395,Rogers,KY,5,R,89,0.9887640449438202,0.94316321,62.1
116,house,R000395,Rogers,KY,5,R,56,0.9464285714285714,0.97480839,62.1
0,house,R000409,Rohrabacher,CA,48,Republican,95,0.8421052631578947,0.65805207,-1.7
115,house,R000409,Rohrabacher,CA,48,R,95,0.8421052631578947,0.65805207,-1.7
0,house,R000435,Ros-Lehtinen,FL,27,Republican,89,0.7078651685393258,0.32192644,-19.6
115,house,R000435,Ros-Lehtinen,FL,27,R,89,0.7078651685393258,0.32192644,-19.6
0,house,R000486,Roybal-Allard,CA,40,Democrat,150,0.10666666666666667,0.10301527,-69.4
115,house,R000486,Roybal-Allard,CA,40,D,94,0.1595744680851064,0.15271129,-69.4
116,house,R000486,Roybal-Allard,CA,40,D,56,0.017857142857142856,0.01959695,-69.4
0,house,R000487,Royce,CA,39,Republican,95,0.9789473684210527,0.5139066,-8.6
115,house,R000487,Royce,CA,39,R,95,0.9789473684210527,0.5139066,-8.6
0,house,R000515,Rush,IL,1,Democrat,124,0.10483870967741936,0.12461491,-54
115,house,R000515,Rush,IL,1,D,71,0.15492957746478872,0.20004953,-54
116,house,R000515,Rush,IL,1,D,53,0.03773584905660377,0.02356099,-54
0,house,R000570,Ryan,WI,1,Republican,22,0.9545454545454546,0.73244553,10.3
115,house,R000570,Ryan,WI,1,R,22,0.9545454545454546,0.73244553,10.3
0,house,R000575,Rogers,AL,3,Republican,149,0.9664429530201343,0.94788039,33
115,house,R000575,Rogers,AL,3,R,96,0.9583333333333334,0.94868333,33
116,house,R000575,Rogers,AL,3,R,53,0.9811320754716981,0.946426,33
0,house,R000576,Ruppersberger,MD,2,Democrat,151,0.2052980132450331,0.19014991,-24.4
115,house,R000576,Ruppersberger,MD,2,D,95,0.30526315789473685,0.28068227,-24.4
116,house,R000576,Ruppersberger,MD,2,D,56,0.03571428571428571,0.03656823,-24.4
0,house,R000577,Ryan,OH,13,Democrat,138,0.17391304347826086,0.4142894,-6.5
115,house,R000577,Ryan,OH,13,D,95,0.23157894736842105,0.5523968,-6.5
116,house,R000577,Ryan,OH,13,D,43,0.046511627906976744,0.1091684,-6.5
0,house,R000578,Reichert,WA,8,Republican,93,0.9247311827956989,0.62860571,-3
115,house,R000578,Reichert,WA,8,R,93,0.9247311827956989,0.62860571,-3
0,house,R000580,Roskam,IL,6,Republican,94,0.9468085106382979,0.54990447,-7
115,house,R000580,Roskam,IL,6,R,94,0.9468085106382979,0.54990447,-7
0,house,R000582,Roe,TN,1,Republican,151,0.9536423841059603,0.9571297,57
115,house,R000582,Roe,TN,1,R,96,0.9583333333333334,0.94844087,57
116,house,R000582,Roe,TN,1,R,55,0.9454545454545454,0.97229566,57
0,house,R000583,Rooney,FL,17,Republican,88,0.9772727272727273,0.93988745,27.2
115,house,R000583,Rooney,FL,17,R,88,0.9772727272727273,0.93988745,27.2
0,house,R000585,Reed,NY,23,Republican,146,0.9246575342465754,0.85278179,14.8
115,house,R000585,Reed,NY,23,R,91,0.967032967032967,0.89487071,14.8
116,house,R000585,Reed,NY,23,R,55,0.8545454545454545,0.78314375,14.8
0,house,R000586,Renacci,OH,16,Republican,89,0.9438202247191011,0.92095859,16.6
115,house,R000586,Renacci,OH,16,R,89,0.9438202247191011,0.92095859,16.6
0,house,R000588,Richmond,LA,2,Democrat,139,0.10071942446043165,0.10806099,-52.4
115,house,R000588,Richmond,LA,2,D,87,0.14942528735632185,0.15819325,-52.4
116,house,R000588,Richmond,LA,2,D,52,0.019230769230769232,0.02418587,-52.4
0,house,R000591,Roby,AL,2,Republican,150,0.9466666666666667,0.94817475,31.9
115,house,R000591,Roby,AL,2,R,95,0.9578947368421052,0.94744166,31.9
116,house,R000591,Roby,AL,2,R,55,0.9272727272727272,0.949441,31.9
0,house,R000592,Rokita,IN,4,Republican,93,0.9032258064516129,0.94844154,34.1
115,house,R000592,Rokita,IN,4,R,93,0.9032258064516129,0.94844154,34.1
0,house,R000593,Ross,FL,15,Republican,92,0.9782608695652174,0.85471593,10
115,house,R000593,Ross,FL,15,R,92,0.9782608695652174,0.85471593,10
0,house,R000597,Rice,SC,7,Republican,149,0.9463087248322147,0.90091877,18.9
115,house,R000597,Rice,SC,7,R,95,0.9473684210526315,0.92048862,18.9
116,house,R000597,Rice,SC,7,R,54,0.9444444444444444,0.86649032,18.9
0,house,R000598,Rothfus,PA,12,Republican,96,0.8854166666666666,0.92815327,20.8
115,house,R000598,Rothfus,PA,12,R,96,0.8854166666666666,0.92815327,20.8
0,house,R000599,Ruiz,CA,36,Democrat,151,0.24503311258278146,0.3479657,-8.8
115,house,R000599,Ruiz,CA,36,D,95,0.3684210526315789,0.50407301,-8.8
116,house,R000599,Ruiz,CA,36,D,56,0.03571428571428571,0.08314081,-8.8
0,house,R000601,Ratcliffe,TX,4,Republican,148,0.918918918918919,0.95882953,53.6
115,house,R000601,Ratcliffe,TX,4,R,95,0.9052631578947369,0.9529847,53.6
116,house,R000601,Ratcliffe,TX,4,R,53,0.9433962264150944,0.96930611,53.6
0,house,R000602,Rice,NY,4,Democrat,148,0.19594594594594594,0.33157002,-9.6
115,house,R000602,Rice,NY,4,D,93,0.3010752688172043,0.48117209,-9.6
116,house,R000602,Rice,NY,4,D,55,0.01818181818181818,0.07860653,-9.6
0,house,R000603,Rouzer,NC,7,Republican,150,0.9133333333333333,0.88862593,17.7
115,house,R000603,Rouzer,NC,7,R,94,0.9148936170212766,0.91409397,17.7
116,house,R000603,Rouzer,NC,7,R,56,0.9107142857142857,0.84587602,17.7
0,house,R000604,Russell,OK,5,Republican,95,0.9368421052631579,0.88664489,13.4
115,house,R000604,Russell,OK,5,R,95,0.9368421052631579,0.88664489,13.4
0,house,R000606,Raskin,MD,8,Democrat,151,0.09271523178807947,0.15117449,-34.4
115,house,R000606,Raskin,MD,8,D,95,0.1368421052631579,0.2231116,-34.4
116,house,R000606,Raskin,MD,8,D,56,0.017857142857142856,0.02913833,-34.4
0,house,R000607,Rooney,FL,19,Republican,134,0.8955223880597015,0.92992894,22.1
115,house,R000607,Rooney,FL,19,R,93,0.956989247311828,0.93148539,22.1
116,house,R000607,Rooney,FL,19,R,41,0.7560975609756098,0.92639846,22.1
115,house,R000608,Rosen,NV,3,D,93,0.43010752688172044,0.71305746,1
0,house,R000609,Rutherford,FL,4,Republican,144,0.9791666666666666,0.94167079,28
115,house,R000609,Rutherford,FL,4,R,90,0.9888888888888889,0.94597762,28
116,house,R000609,Rutherford,FL,4,R,54,0.9629629629629629,0.93449273,28
0,house,R000610,Reschenthaler,PA,14,Republican,54,0.9444444444444444,0.93821618,29
116,house,R000610,Reschenthaler,PA,14,R,54,0.9444444444444444,0.93821618,29
0,house,R000611,Riggleman,VA,5,Republican,56,0.9285714285714286,0.66699721,11.1
116,house,R000611,Riggleman,VA,5,R,56,0.9285714285714286,0.66699721,11.1
0,house,R000612,Rose,TN,6,Republican,53,0.9811320754716981,0.96634927,48.9
116,house,R000612,Rose,TN,6,R,53,0.9811320754716981,0.96634927,48.9
0,house,R000613,Rose,NY,11,Democrat,55,0.03636363636363636,0.61515266,9.8
116,house,R000613,Rose,NY,11,D,55,0.03636363636363636,0.61515266,9.8
0,house,R000614,Roy,TX,21,Republican,54,0.9259259259259259,0.63472451,10
116,house,R000614,Roy,TX,21,R,54,0.9259259259259259,0.63472451,10
0,house,R000616,Rouda,CA,48,Democrat,55,0.03636363636363636,0.18410749,-1.7
116,house,R000616,Rouda,CA,48,D,55,0.03636363636363636,0.18410749,-1.7
0,house,S000051,Sanford,SC,1,Republican,96,0.7083333333333334,0.88456487,13.1
115,house,S000051,Sanford,SC,1,R,96,0.7083333333333334,0.88456487,13.1
0,house,S000185,Scott,VA,3,Democrat,151,0.1390728476821192,0.15918389,-31.7
115,house,S000185,Scott,VA,3,D,95,0.2,0.2349397,-31.7
116,house,S000185,Scott,VA,3,D,56,0.03571428571428571,0.03066957,-31.7
0,house,S000244,Sensenbrenner,WI,5,Republican,143,0.8741258741258742,0.91269359,20.1
115,house,S000244,Sensenbrenner,WI,5,R,96,0.875,0.925617,20.1
116,house,S000244,Sensenbrenner,WI,5,R,47,0.8723404255319149,0.88629684,20.1
0,house,S000248,Serrano,NY,15,Democrat,149,0.10067114093959731,0.09175119,-88.9
